,,,,,,,,,,,,,,,,isotope packing,,,,,,,
174,4,F,4,lubb,37,ctl,SOEL,2,084,086,multi_lubb_37_ctl_soel_02_084_hard,no,all smpl used,mk,yes,,,2,G6,,,,
175,4,G,4,lubb,37,ctl,SOEL,2,099,101,multi_lubb_37_ctl_soel_02_099,no,tiny sample remains,mk,yes,,,2,G7,,,,
176,4,A,5,arch,8,npk,ARSE,1,331,333,multi_arch_08_npk_arse_01_331,no,all smply used,mk,yes,,,2,G8,,,,
177,4,B,5,arch,8,npk,ARSE,2,334,337,multi_arch_08_npk_arse_02_334,no,all smply used,mk,yes,,,2,G9,,,,
178,4,C,5,arch,11,ctl,ARSE,1,359,361,multi_arch_11_ctl_arse_01_359,no,all smply used,mk,yes,,,2,G10,,,,
179,4,D,5,arch,11,ctl,ARSE,2,362,364,multi_arch_11_ctl_arse_02_362,no,all smply used,mk,yes,,,2,G11,,,,
180,4,E,5,arch,18,ctl,ASRE,1,398,400,multi_arch_18_npk_arse_01_398,no,all smply used,mk,yes,,,2,G12,,,,
181,4,F,5,arch,18,ctl,ASRE,2,401,403,multi_arch_18_npk_arse_02_401,no,all smply used,mk,yes,,,2,H1,,,,
182,4,G,5,arch,21,ctl,CARPH,1,419,421,multi_arch_21_ctl_carph_01_419,no,all smply used,mk,yes,,,2,H2,,,,
183,4,A,6,arch,21,ctl,CARPH,2,422,424,multi_arch_21_ctl_carph_02_422,no,all smply used,mk,yes,,,2,H3,,,,
184,4,B,6,arch,1,ctl,DICHA,1,193,192,multi_arch_01_ctl_dicha_01_193_hard,added,"all smply used, some extra used",mk,yes,,,2,H4,,,,
185,4,C,6,arch,1,ctl,DICHA,2,301,303,multi_arch_01_ctl_dicha_02_301,added,"all smply used, some extra used",mk,yes,,,2,H5,,,,
186,4,D,6,arch,8,npk,DICHA,1,232,218,multi_arch_08_npk_dicha_01_232_hard,added,"all smply used, some extra used",mk,yes,,,2,H6,,,,
187,4,E,6,arch,8,npk,DICHA,2,328,330,multi_arch_08_npk_dicha_02_328,added,"all smply used, some extra used",mk,yes,,,2,H7,,,,
188,4,F,6,arch,11,ctl,DICHA,1,205,203,multi_arch_11_ctl_dicha_01_205_hard,added,"all smply used, some extra used",mk,yes,,,2,H8,,,,
189,4,G,6,arch,11,ctl,DICHA,2,356,358,multi_arch_11_ctl_dicha_02_356,added,"all smply used, some extra used",mk,yes,,,2,H9,,,,
190,4,A,7,arch,11,ctl,DICHA,4,468,338,multi_arch_11_ctl_dicha_04_468,added,"all smply used, some extra used",mk,yes,,,2,H10,,,,
191,4,B,7,arch,18,npk,DICHA,1,252,250,multi_arch_18_npk_dicha_01_252_hard,no,all smply used,mk,yes,,,2,H11,,,,
192,4,C,7,arch,18,npk,DICHA,2,383,385,multi_arch_18_npk_dicha_02_383,added,"all smply used, some extra used",mk,yes,,,2,H12,,,,
193,4,D,7,arch,18,npk,DICHA,4,458,341,multi_arch_18_npk_dicha_04_458_hard,added,"all smply used, some extra used",mk,yes,,,3,A1,,,,
194,4,E,7,arch,21,ctl,DICHA,1,265,267,multi_arch_21_ctl_dicha_01_265_hard,no,all smply used,mk,yes,,,3,A2,,,,
195,4,F,7,arch,21,ctl,DICHA,2,416,418,multi_arch_21_ctl_dicha_02_416,added,"all smply used, some extra used",mk,yes,,,3,A3,,,,
196,4,G,7,arch,28,npk,DICHA,1,280,282,multi_arch_28_npk_dicha_01_280_hard,no,all smply used,mk,yes,,,3,A4,,,,
197,5,A,1,arch,28,npk,DICHA,2,443,445,multi_arch_28_npk_dicha_02_443,added,"all smply used, some extra used",mk,yes,,,3,A5,,,,
198,5,B,1,arch,1,ctl,HYED,1,283,285,multi_arch_01_ctl_hyed_01_283_hard,added,"all smply used, some extra used",mk,yes,,,3,A6,,,,
199,5,C,1,arch,1,ctl,HYED,2,313,315,multi_arch_01_ctl_hyed_02_313,added,"all smply used, some extra used",mk,yes,,,3,A7,,,,
200,5,D,1,arch,8,npk,HYED,1,286,288,multi_arch_08_npk_hyed_01_286_hard,added,"all smply used, some extra used",mk,yes,,,3,A8,,,,
201,5,E,1,arch,8,npk,HYED,2,324,322,multi_arch_08_npk_hyed_02_324,added,"all smply used, some extra used",mk,yes,,,3,A9,,,,
202,5,F,1,arch,11,ctl,HYED,1,208,209,multi_arch_11_ctl_hyed_01_208_hard,added,"all smply used, some extra used",mk,yes,,,3,A10,,,,
203,5,G,1,arch,11,ctl,HYED,2,350,352,multi_arch_11_ctl_hyed_02_350,added,"all smply used, some extra used",mk,yes,,,3,A11,,,,
204,5,A,2,arch,11,ctl,HYED,4,437,439,multi_arch_11_ctl_hyed_04_437_hard,added,"all smply used, some extra used",mk,yes,,,3,A12,,,,
205,5,B,2,arch,18,ctl,HYED,1,241,243,multi_arch_18_npk_hyed_01_241_hard,added,"all smply used, some extra used",mk,yes,,,3,B1,,,,
206,5,C,2,arch,18,ctl,HYED,2,377,379,multi_arch_18_npk_hyed_02_377,added,"all smply used, some extra used",mk,yes,,,3,B2,,,,
207,5,D,2,arch,18,npk,HYED,4,465,197,mutli_arch_18_npk_hyed_04_465,added,"all smply used, some extra used",mk,yes,,,3,B3,,,,
208,5,E,2,arch,21,ctl,HYED,1,259,261,multi_arch_21_ctl_hyed_01_259_hard,added,"all smply used, some extra used",mk,yes,,,3,B4,,,,
209,5,F,2,arch,21,ctl,HYED,2,410,412,multi_arch_21_ctl_hyed_02_410,added,"all smply used, some extra used",mk,yes,,,3,B5,,,,
210,5,G,2,arch,28,npk,HYED,1,274,276,multi_arch_28_npk_hyed_01_274_hard,added,"all smply used, some extra used",mk,yes,,,3,B6,,,,
211,5,A,3,arch,28,npk,HYED,3,295,297,multi_arch_28_npk_hyed_03_295_hard,added,"all smply used, some extra used",mk,yes,,,3,B7,,,,
212,5,B,3,arch,18,npk,LYLU,1,386,388,multi_arch_18_npk_lylu_01_386,no,all smply used,mk,yes,,,3,B8,,,,
213,5,C,3,arch,18,npk,LYLU,2,389,391,multi_arch_18_npk_lylu_02_389,no,all smply used,mk,yes,,,3,B9,,,,
214,5,D,3,arch,1,ctl,PANO,1,196,201,multi_arch_01_ctl_pano_01_196_hard,no,all smply used,mk,yes,,,3,B10,,,,
215,5,E,3,arch,1,ctl,PANO,2,298,300,multi_arch_01_ctl_pano_02_298,no,all smply used,mk,yes,,,3,B11,,,,
216,5,F,3,arch,8,npk,PANO,1,229,215,multi_arch_08_npk_pano_01_229_hard,no,"label said ""223"" written 229, all smply used",mk,yes,,,3,B12,,,,
217,5,G,3,arch,8,npk,PANO,2,325,327,multi_arch_08_npk_pano_02_325,no,all smply used,mk,yes,,,3,C1,,,,
218,5,A,4,arch,11,ctl,PANO,1,237,206,multi_arch_11_ctl_pano_01_237_hard,no,all smply used,mk,yes,,,3,C2,,,,
219,5,B,4,arch,11,ctl,PANO,2,353,355,multi_arch_11_ctl_pano_02_353,no,all smply used,mk,yes,,,3,C3,,,,
220,5,C,4,arch,11,ctl,PANO,4,466,339,multi_arch_11_ctl_pano_04_466_hard,no,all smply used,mk,yes,,,3,C4,,,,
221,5,D,4,arch,18,npk,PANO,1,247,249,multi_arch_18_npk_pano_01_247_hard,no,all smply used,mk,yes,,,3,C5,,,,
222,5,E,4,arch,18,npk,PANO,2,380,382,multi_arch_18_npk_pano_02_380,no,all smply used,mk,yes,,,3,C6,,,,
223,5,F,4,arch,18,npk,PANO,4,463,187,multi_arch_18_npk_pano_04_463_hard,no,all smply used,mk,yes,,,3,C7,,,,
224,5,G,4,arch,21,ctl,PANO,1,262,264,multi_arch_21_ctl_pano_01_262_hard,no,all smply used,mk,yes,,,3,C8,,,,
225,5,A,5,arch,21,ctl,PANO,2,413,415,multi_arch_21_ctl_pano_02_413,no,all smply used,mk,yes,,,3,C9,,,,
226,5,B,5,arch,28,npk,PANO,1,277,279,multi_arch_28_npk_pano_01_277_hard,no,all smply used,mk,yes,,,3,C10,,,,
227,5,C,5,arch,28,npk,PANO,2,440,442,multi_arch_28_npk_pano_02_440,no,all smply used,mk,yes,,,3,C11,,,,
228,5,D,5,arch,1,ctl,PTPY,1,307,309,multi_arch_01_ctl_ptpy_01_307,no,all smply used,mk,yes,,,3,C12,,,,
229,5,E,5,arch,1,ctl,PTPY,2,304,306,multi_arch_01_ctl_ptpy_02_304,no,all smply used,mk,yes,,,3,D1,,,,
230,5,F,5,arch,18,npk,PTPY,1,392,394,multi_arch_18_npk_ptpy_01_392,no,all smply used,mk,yes,,,3,D2,,,,
231,5,G,5,arch,18,npk,PTPY,2,395,397,multi_arch_18_npk_ptpy_02_395,no,all smply used,mk,yes,,,3,D3,,,,
232,5,A,6,arch,1,ctl,QUMI,1,199,189,multi_arch_01_ctl_qumi_01_199_hard,no,all smply used,mk,yes,,,3,D4,,,,
233,5,B,6,arch,1,ctl,QUMI,2,292,294,multi_arch_01_ctl_qumi_02_292,no,all smply used,mk,yes,,,3,D5,,,,
234,5,C,6,arch,8,npk,QUMI,1,226,227,multi_arch_08_npk_qumi_01_226_hard,no,all smply used,mk,yes,,,3,D6,,,,
235,5,D,6,arch,8,npk,QUMI,2,321,319,multi_arch_08_npk_qumi_02_321,no,all smply used,mk,yes,,,3,D7,,,,
236,5,E,6,arch,11,ctl,QUMI,1,202,233,multi_arch_11_ctl_qumi_01_202_hard,no,all smply used,mk,yes,,,3,D8,,,,
237,5,F,6,arch,11,ctl,QUMI,2,347,349,multi_arch_11_ctl_qumi_02_347,no,all smply used,mk,yes,,,3,D9,,,,
238,5,G,6,arch,11,ctl,QUMI,4,368,370,multi_arch_11_ctl_qumi_04_368_hard,no,all smply used,mk,yes,,,3,D10,,,,
239,5,A,7,arch,18,npk,QUMI,1,244,246,multi_arch_18_npk_qumi_01_244_hard,no,all smply used,mk,yes,,,3,D11,,,,
240,5,B,7,arch,18,npk,QUMI,2,374,376,multi_arch_18_npk_qumi_02_374,no,all smply used,mk,yes,,,3,D12,,,,
241,5,C,7,arch,18,npk,QUMI,3,434,436,multi_arch_18_npk_qumi_03_434,no,all smply used,mk,yes,,,3,E1,,,,
242,5,D,7,arch,18,npk,QUMI,4,460,342,multi_arch_18_npk_qumi_04_460_hard,no,all smply used,mk,yes,,,3,E2,,,,
243,5,E,7,arch,21,ctl,QUMI,1,256,258,multi_arch_21_ctl_qumi_01_256_hard,no,all smply used,mk,yes,,,3,E3,,,,
244,5,F,7,arch,21,ctl,QUMI,2,407,409,multi_arch_21_ctl_qumi_02_407,no,all smply used,mk,yes,,,3,E4,,,,
245,5,G,7,arch,28,npk,QUMI,1,271,273,multi_arch_28_npk_qumi_01_271_hard,no,all smply used,mk,yes,,,3,E5,,,,
246,6,A,1,arch,1,ctl,SCRH,1,190,198,multi_arch_01_ctl_scrh_01_190_hard,no,"all smply used, mill grind",mk,yes,,,3,E6,,,,
247,6,B,1,arch,1,ctl,SCRH,2,310,312,multi_arch_01_ctl_scrh_02_310,no,all smply used,mk,yes,,,3,E7,,need liquid nitrogen,,
248,6,C,1,arch,8,npk,SCRH,1,217,230,multi_arch_08_npk_scrh_01_217_hard,no,most smply used,mk,yes,,,3,E8,,need liquid nitrogen,,
249,6,D,1,arch,8,npk,SCRH,2,318,316,multi_arch_08_npk_scrh_02_318,no,all smply used,mk,yes,,,3,E9,,need liquid nitrogen,,
250,6,E,1,arch,11,ctl,SCRH,1,211,234,multi_arch_11_ctl_scrh_01_211_hard,no,"all smply used, mill grind",mk,yes,,,3,E10,,,,
251,6,F,1,arch,11,ctl,SCRH,2,344,346,multi_arch_11_ctl_scrh_02_344,no,"all smply used, mill grind",mk,yes,,,3,E11,,,,
252,6,G,1,arch,11,ctl,SCRH,4,365,367,multi_arch_11_ctl_scrh_04_365_hard,no,"all smply used, mill grind",mk,yes,,,3,E12,,,,
253,6,A,2,arch,18,npk,SCRH,1,238,240,multi_arch_18_npk_scrh_01_238_hard,no,"all smply used, mill grind",mk,yes,,,3,F1,,,,
254,6,B,2,arch,18,npk,SCRH,2,371,373,multi_arch_18_npk_scrh_02_371,no,"all smply used, mill grind",mk,yes,,,3,F2,,,,
255,6,C,2,arch,18,npk,SCRH,4,404,406,multi_arch_18_npk_scrh_04_404_hard,no,"all smply used, mill grind",mk,yes,,,3,F3,,,,
256,6,D,2,arch,21,ctl,SCRH,1,253,255,multi_arch_21_ctl_scrh_01_253_hard,no,"all smply used, mill grind",mk,yes,,,3,F4,,,,
257,6,E,2,arch,21,ctl,SCRH,3,289,291,multi_arch_21_ctl_scrh_03_289_hard,no,"all smply used, mill grind",mk,yes,,,3,F5,,,,
258,6,F,2,arch,28,npk,SCRH,1,268,270,multi_arch_28_npk_scrh_01_268_hard,no,"all smply used, mill grind",mk,yes,,,3,F6,,,,
259,6,G,2,arch,28,npk,SCRH,2,431,433,multi_arch_28_npk_scrh_02_431,no,"all smply used, mill grind",mk,yes,,,3,F7,,,,
260,6,A,3,arch,21,ctl,SCRH_hairy,1,425,427,multi_arch_21_clt_scrhhairy_01_425,no,"all smply used, mill grind",mk,yes,,,3,F8,,,,
261,6,B,3,arch,21,ctl,SCRH_hairy,2,428,430,multi_arch_21_ctl_scrhhairy_02_428,no,"all smply used, mill grind",mk,yes,,,3,F9,,,,
262,6,C,3,arch,28,npk,SCRH_hairy,1,446,448,multi_arch_28_npk_scrhhairy_01_446,no,"all smply used, mill grind",mk,yes,,,3,F10,,,,
263,6,D,3,arch,28,npk,SCRH_hairy,2,449,451,multi_arch_28_npk_scrhhairy_02_449,no,"all smply used, mill grind",mk,yes,,,3,F11,,,,
264,6,E,3,arch,28,npk,SpiderPoint,1,452,454,multi_arch_28_npk_spiderpoint_01_452,added,"all smply lost, most extra added",mk,yes,,,3,F12,,,,
265,6,F,3,arch,28,npk,SpiderPoint,2,455,457,multi_arch_28_npk_spiderpoint_02_455,added,"all smply used, most extra used",mk,yes,,,3,G1,,,,
266,6,G,3,sevi,6,npk,boer,1,470,472,sevi_06_npk_boer_01_470_hard,added,"all smply used, all extra used",mk,yes,,,3,G2,,,,
267,6,A,4,sevi,6,npk,boer,2,612,614,sevi_06_npk_boer_02_612,added,"all smply used, all extra used",mk,yes,,,3,G3,,,,
268,6,B,4,sevi,6,npk,boer,1,615,617,sevi_06_npk_boer_01_615_hard,added,"all smply used, back up sample for rep 01, probably should have labeled it rep 03, most of extra added",mk,yes,,,3,G4,,,,
269,6,C,4,sevi,8,ctrl,boer,1,485,487,sevi_08_ctl_boer_01_485_hard,added,"all smply used, most extra used",mk,yes,,,3,G5,,,,
270,6,D,4,sevi,8,ctrl,boer,2,627,629,sevi_08_ctl_boer_02_627,added,"all smply used, all extra used",mk,yes,,,3,G6,,,,
271,6,E,4,sevi,12,ctrl,boer,1,500,503,sevi_12_ctl_boer_01_500_hard,added,"all smply used, all extra used",mk,yes,,,3,G7,,,,
272,6,F,4,sevi,12,ctrl,boer,2,642,644,sevi_12_ctl_boer_02_642,added,"all smply used, all extra used",mk,yes,,,3,G8,,,,
273,6,G,4,sevi,15,npk,boer,1,516,518,sevi_15_npk_boer_01_516_hard,added,"all smply used, all extra used",mk,yes,,,3,G9,,,,
274,6,A,5,sevi,15,npk,boer,2,600,602,sevi_15_npk_boer_02_600,added,"all smply used, all extra used",mk,yes,,,3,G10,,,,
275,6,B,5,sevi,17,npk,boer,1,531,533,sevi_17_npk_boer_01_531_hard,added,"all smply used, all extra used",mk,yes,,,3,G11,,,,
276,6,C,5,sevi,17,npk,boer,2,624,626,sevi_17_npk_boer_02_624,added,"all smply used, most extra used",mk,yes,,,3,G12,,,,
277,6,D,5,sevi,22,ctrl,boer,1,546,548,sevi_22_ctl_boer_01_546_hard,added,"all smply used, most extra used",mk,yes,,,3,H1,,,,
278,6,E,5,sevi,22,ctrl,boer,2,561,563,sevi_22_ctl_boer_02_561,added,"all smply used, all extra used",mk,yes,,,3,H2,,,,
279,6,F,5,sevi,35,ctrl,boer,1,552,554,sevi_35_ctl_boer_01_552_hard,added,"all smply used, all extra used",mk,yes,,,3,H3,,used minig balls that were by the burritto station 20231126,,
280,6,G,5,sevi,39,npk,boer,1,491,493,sevi_39_npk_boer_01_491_hard,added,"all smply used, all extra used",mk,yes,,,3,H4,,used minig balls that were by the burritto station 20231127,,
281,6,A,6,sevi,17,npk,hodr,1,543,545,sevi_17_npk_hodr_01_543_hard,no,"originally ID ""poja"" but sp. is actually ""hodr"" ID error, all smply used ",mk,yes,,,3,H5,,used minig balls that were by the burritto station 20231128,,
282,6,B,6,sevi,22,ctrl,hodr,1,573,575,sevi_22_ctl_hodr_01_572,no,all smply used,mk,yes,,,3,H6,,used minig balls that were by the burritto station 20231129,,
283,6,C,6,sevi,22,ctrl,hodr,2,576,578,sevi_22_ctl_hodr_02_576,no,all smply used,mk,yes,,,3,H7,,used minig balls that were by the burritto station 20231130,,
284,6,D,6,sevi,8,ctrl,poja,1,497,499,sevi_08_ctl_poja_01_497_hard,no,all smply used,mk,yes,,,3,H8,,used minig balls that were by the burritto station 20231131,,
285,6,E,6,sevi,8,ctrl,poja,3,482,484,sevi_08_ctl_poja_03_482_hard,no,all smply used,mk,yes,,,3,H9,,used minig balls that were by the burritto station 20231132,,
286,6,F,6,sevi,12,ctrl,poja,1,513,515,sevi_12_ctl_poja_01_513_hard_original,no,all smply used,mk,yes,,,3,H10,,used minig balls that were by the burritto station 20231133,,
287,6,G,6,sevi,12,ctrl,poja,2,645,647,sevi_12_ctl_poja_02_645,no,all smply used,mk,yes,,,3,H11,,used minig balls that were by the burritto station 20231134,,
288,6,A,7,sevi,15,npk,poja,1,528,530,sevi_15_npk_poja_01_528_hard,no,all smply used,mk,yes,,,3,H12,,used minig balls that were by the burritto station 20231135,,
289,6,B,7,sevi,15,npk,poja,2,594,596,sevi_15_npk_poja_02_594,no,all smply used,mk,yes,,,4,A1,,used minig balls that were by the burritto station 20231136,,
290,6,C,7,sevi,15,npk,poja,3,639,641,sevi_15_npk_poja_03_639,no,all smply used,mk,yes,,,4,A2,,used minig balls that were by the burritto station 20231137,,
291,6,D,7,sevi,35,ctrl,poja,1,558,560,sevi_35_ctl_poja_01_558_hard,no,all smply used,mk,yes,,,4,A3,,used minig balls that were by the burritto station 20231138,,
292,6,E,7,sevi,39,npk,poja,1,537,539,sevi_39_npk_poja_01_537_hard,no,all smply used,mk,yes,,,4,A4,,used minig balls that were by the burritto station 20231139,,
293,6,F,7,sevi,40,ctrl,poja,1,564,566,sevi_40_ctl_poja_01_564,no,all smply used,mk,yes,,,4,A5,,used minig balls that were by the burritto station 20231140,,
294,6,G,7,sevi,6,npk,satr,1,473,475,sevi_06_npk_satr_01_473_hard,added,"all smply used, all extra used",mk,yes,,,4,A6,,used minig balls that were by the burritto station 20231141,,
295,7,A,1,sevi,6,npk,satr,2,609,611,sevi_06_npk_satr_02_609,added,"all smply used, all extra used",mk,yes,,,4,A7,,used minig balls that were by the burritto station 20231142,,
296,7,B,1,sevi,15,npk,satr,1,519,521,sevi_15_npk_satr_01_519_hard,added,"all smply used, all extra used",mk,yes,,,4,A8,,used minig balls that were by the burritto station 20231143,,
297,7,C,1,sevi,15,npk,satr,2,597,599,sevi_15_npk_satr_02_597,added,"all smply used, all extra used",mk,yes,,,4,A9,,used minig balls that were by the burritto station 20231144,,
298,7,D,1,sevi,17,npk,satr,1,534,536,sevi_17_npk_satr_01_534_hard,added,"all smply used, all extra used",mk,yes,,,4,A10,,used minig balls that were by the burritto station 20231145,,
299,7,E,1,sevi,17,npk,satr,2,621,623,sevi_17_npk_satr_02_621,added,"all smply used, all extra used",mk,yes,,,4,A11,,used minig balls that were by the burritto station 20231146,,
300,7,F,1,sevi,35,ctrl,satr,1,488,490,sevi_35_ctl_satr_01_488_hard,added,"all smply used, all extra used",mk,yes,,,4,A12,,used minig balls that were by the burritto station 20231147,,
301,7,G,1,sevi,35,ctrl,satr,2,504,506,sevi_35_ctl_satr_02_504_hard,added,"all smply used, all extra used",mk,yes,,,4,B1,,used minig balls that were by the burritto station 20231148,,
302,7,A,2,sevi,35,ctrl,satr,3,549,551,sevi_35_ctl_satr_03_549_hard,added,"all smply used, all extra used",mk,yes,,,4,B2,,used minig balls that were by the burritto station 20231149,,
303,7,B,2,sevi,35,ctrl,satr,4,522,524,sevi_35_ctl_satr_04_522_hard,added,"all smply used, all extra used",mk,yes,,,4,B3,,used minig balls that were by the burritto station 20231150,,
304,7,C,2,sevi,35,ctrl,satr,5,630,632,sevi_35_ctl_satr_05_630,added,"all smply used, all extra used",mk,yes,,,4,B4,,used minig balls that were by the burritto station 20231151,,
305,7,D,2,sevi,35,ctrl,satr,6,633,635,sevi_35_ctl_satr_06_633,added,"all smply used, all extra used",mk,yes,,,4,B5,,used minig balls that were by the burritto station 20231152,,
306,7,E,2,sevi,39,npk,satr,1,507,509,sevi_39_npk_satr_01_507_hard,added,"all smply used, all extra used",mk,yes,,,4,B6,,used minig balls that were by the burritto station 20231153,,
307,7,F,2,sevi,25,npk,soel,1,494,496,sevi_25_npk_soel_01_494_hard,no,all smply used,mk,yes,,,4,B7,,used minig balls that were by the burritto station 20231154,,
308,7,G,2,sevi,25,npk,soel,2,525,527,sevi_25_npk_soel_02_525_hard,no,most smply used,mk,yes,,,4,B8,,used minig balls that were by the burritto station 20231155,,
309,7,A,3,sevi,25,npk,soel,3,540,542,sevi_25_npk_soel_03_540_hard,no,all smply used,mk,yes,,,4,B9,,used minig balls that were by the burritto station 20231156,,
310,7,B,3,sevi,25,npk,soel,4,585,587,sevi_25_npk_soel_04_585,no,all smply used,mk,yes,,,4,B10,,used minig balls that were by the burritto station 20231157,,
311,7,C,3,sevi,35,ctrl,soel,1,479,481,sevi_35_ctl_soel_01_479_hard,no,all smply used,mk,yes,,,4,B11,,used minig balls that were by the burritto station 20231158,,
312,7,D,3,sevi,35,ctrl,soel,2,510,512,sevi_35_ctl_soel_02_510_hard,no,all smply used,mk,yes,,,4,B12,,used minig balls that were by the burritto station 20231159,,
313,7,E,3,sevi,35,ctrl,soel,3,591,593,sevi_35_ctl_soel_03_591,no,all smply used,mk,yes,,,4,C1,,used minig balls that were by the burritto station 20231160,,
314,7,F,3,sevi,35,ctrl,soel,4,588,590,sevi_35_ctl_soel_04_588,no,all smply used,mk,yes,,,4,C2,,used minig balls that were by the burritto station 20231161,,
315,7,G,3,sevi,39,npk,soel,1,579,581,sevi_39_npk_soel_01_579,no,all smply used,mk,yes,,,4,C3,,used minig balls that were by the burritto station 20231162,,
316,7,A,4,sevi,39,npk,soel,2,582,584,sevi_39_npk_soel_02_582,no,all smply used,mk,yes,,,4,C4,,used minig balls that were by the burritto station 20231163,,
317,7,B,4,sevi,40,ctrl,soel,1,555,557,sevi_40_ctl_soel_01_555_hard,no,all smply used,mk,yes,,,4,C5,,used minig balls that were by the burritto station 20231164,,
318,7,C,4,sevi,40,ctrl,soel,2,603,605,sevi_40_ctl_soel_02_603,no,all smply used,mk,yes,,,4,C6,,used minig balls that were by the burritto station 20231165,,
319,7,D,4,sevi,22,ctrl,spfl,1,567,569,sevi_22_ctl_spfl_01_567,no,all smply used,mk,yes,,,4,C7,,used minig balls that were by the burritto station 20231166,,
320,7,E,4,sevi,22,ctrl,spfl,2,570,572,sevi_22_ctl_spfl_02_570,no,all smply used,mk,yes,,,4,C8,,used minig balls that were by the burritto station 20231167,,
321,7,F,4,sevi,6,npk,xasp,1,476,478,sevi_06_npk_xasp_01_476_hard,added,"all smply used, most extra used",mk,yes,,,4,C9,,used minig balls that were by the burritto station 20231168,,
322,7,G,4,sevi,6,npk,xasp,2,606,608,sevi_06_npk_xasp_02_606,added,"all smply used, most extra used",mk,yes,,,4,C10,,used minig balls that were by the burritto station 20231169,,
323,7,A,5,sevi,17,npk,xasp,1,636,638,sevi_17_npk_xasp_01_636,added,"all smply used, most extra used",mk,yes,,,4,C11,,used minig balls that were by the burritto station 20231170,,
324,7,B,5,sevi,17,npk,xasp,2,618,620,sevi_17_npk_xasp_02_618,added,"all smply used, most extra used",mk,yes,,,4,C12,,used minig balls that were by the burritto station 20231171,,